,0,6,12,24,36,48
geopotential_300,-0.3067251591591451,-0.3133198681483148,-0.3147071398804153,-0.3064100847002585,-0.3126000060914463,-0.2955879893373259
geopotential_400,-0.3279947741180801,-0.3326957177170755,-0.3324061406628688,-0.3192920454119018,-0.3223295021889574,-0.3015995205567791
u_component_of_wind_50,0.3647808860564355,0.3508839466009842,0.3501777476059932,0.3643730351066377,0.3484987851633824,0.3599866541626548
u_component_of_wind_100,0.3492328745088716,0.3345503476551281,0.3410443483139246,0.3414650614687114,0.3327772163816758,0.3272612015343514
u_component_of_wind_150,0.3010319525256787,0.2876831066679974,0.2906433844451802,0.2861411486407011,0.2673619398500979,0.2597822795054078
u_component_of_wind_200,0.2859162001941319,0.2748309565577979,0.2824778022592374,0.2873338245845888,0.2612651659875853,0.2592287584911179
u_component_of_wind_250,0.2729363005077329,0.2660702499774935,0.2711682765856788,0.2897062168784001,0.2555025021284587,0.2587824302720042
u_component_of_wind_300,0.2689381245721742,0.2590030435813571,0.2623038128737984,0.2801078503501973,0.2469677365459883,0.2480355788951335
u_component_of_wind_400,0.2648923086442779,0.24426821276935,0.2517171576539758,0.2609748626098921,0.2358053712165153,0.2319982467843133
u_component_of_wind_500,0.2640010235504174,0.2393051960544929,0.2446579077998059,0.2508014348248581,0.2269870144074475,0.2272395001640237
u_component_of_wind_600,0.2620662478513338,0.235725370743766,0.2385951834276576,0.2437094483710848,0.2247518798909731,0.22501571619304
u_component_of_wind_700,0.2619753888212339,0.2345764073998117,0.2310202042664306,0.2375679465322858,0.2151157290879409,0.2211253587315824
u_component_of_wind_850,0.2322856346626397,0.1951272761118741,0.1783647458333067,0.1962043890300449,0.1548880510507726,0.1762407356103625
u_component_of_wind_925,0.0978745151817148,0.0705072140985571,0.0540936055988444,0.0717178107601993,0.0485562628552123,0.0700529953528276
u_component_of_wind_1000,-0.0831071807278199,-0.1028917295593719,-0.1373733630520832,-0.0938943250184807,-0.1294309587709808,-0.0862155127242264
v_component_of_wind_50,0.1147581062848726,0.1312864008478181,0.0673748275978217,0.0986937936172901,0.0394388897117355,0.0600366232978789
v_component_of_wind_100,0.0975653772560014,0.0892256349281545,0.0431727988614556,0.0437913008735155,0.0035150758137176,0.0175944229266618
v_component_of_wind_150,0.1016757444747915,0.088722282770173,0.0485577313813447,0.0310539170970417,-0.0016833132869847,0.000904455732198
v_component_of_wind_200,0.1368779968364169,0.120634329794427,0.0789329057510797,0.0571706491840805,0.0285462856678201,0.0308867688432392
v_component_of_wind_250,0.2102928197846436,0.1985605081733755,0.1502148507625934,0.1241655998586745,0.0919096472993538,0.0943362805779578
v_component_of_wind_300,0.2576891624543626,0.2463007517570688,0.2021796761437529,0.1717001489273661,0.1400861307588131,0.1379596738620718
v_component_of_wind_400,0.2989702005862813,0.2889019272346567,0.2478133945428983,0.221405987158897,0.1830736722217517,0.1784130575535736
v_component_of_wind_500,0.3278489543390732,0.3244118454120708,0.2855871351807819,0.2583223217592643,0.2165156699029948,0.207717535243733
v_component_of_wind_600,0.3497339300500199,0.3536407412381323,0.3183786746565143,0.28774340713432,0.2434466459468828,0.2334263656798309
v_component_of_wind_700,0.3705488014681241,0.3877522886565896,0.3502704200558987,0.3181111752321607,0.2711660215523795,0.2604444123403431
v_component_of_wind_850,0.405569435202784,0.4428394664390482,0.3984801007802236,0.3780690740960061,0.3229694961001162,0.319794818247719
v_component_of_wind_925,0.4331650566067667,0.4714710483295482,0.4376304341547987,0.4107872675710222,0.3607249331413627,0.3526268610713416
v_component_of_wind_1000,0.285348199315754,0.3267667991081024,0.3154603968213722,0.3048427951318582,0.2775684324657564,0.2814078077813758
vertical_velocity_50,-0.0030981139465857,0.0456395412068553,0.048565991375533,0.0240820526994311,0.077672160508143,0.0508701230913232
vertical_velocity_100,-0.1203217781844172,-0.1897785788546138,-0.1778093217052711,-0.0871266600190106,-0.1308869627288838,-0.0425379593200776
vertical_velocity_150,-0.2853175432847211,-0.3353719949035383,-0.2753250504996786,-0.2457841864381608,-0.2120046195797401,-0.1858749232851504
vertical_velocity_200,-0.3758377737602502,-0.4156566181151623,-0.3533729176498489,-0.322906290548737,-0.273135642108414,-0.2578680763511902
vertical_velocity_250,-0.4563121115913184,-0.5004224888491716,-0.4312548860232067,-0.367949258389067,-0.3279278397040296,-0.300332324101685
vertical_velocity_300,-0.5042650317905261,-0.5529972209019434,-0.4838398906611782,-0.3936027302984144,-0.3554839972259662,-0.3209119878416342
vertical_velocity_400,-0.5370889826867236,-0.5887502233599334,-0.5240653941858254,-0.4064949698479296,-0.367551987515946,-0.3319704610993023
vertical_velocity_500,-0.5462793403094417,-0.6026607933613006,-0.5361699222195977,-0.4076799340429544,-0.3694005806008256,-0.330559339407488
vertical_velocity_600,-0.5409273847120408,-0.6092280774208566,-0.5377523120778792,-0.4108006166083039,-0.3765093793705742,-0.3298812318447354
vertical_velocity_700,-0.5369143626297169,-0.6133876881720737,-0.5336139282671651,-0.4165131601283535,-0.38363781959914,-0.3311439118092388
vertical_velocity_850,-0.5283505223438142,-0.6001804959799197,-0.4698540078283816,-0.424829178496891,-0.3321269962057816,-0.3255033983132958
vertical_velocity_925,-0.3585648250573587,-0.368630777587801,-0.1499180247417776,-0.2987107440412906,-0.049777761810623,-0.2095345993010308
vertical_velocity_1000,-0.021414209062735,0.0462763766486844,0.2317582583635978,-0.0441446647740364,0.2496233214032475,-0.0149371363941622
vorticity_50,0.1224580744547645,0.1358373561370036,0.1480848743625795,0.1680303358607369,0.1712724658308066,0.1486699454837629
vorticity_100,0.1736589238899398,0.1936849844779696,0.2075636256052915,0.1974489611879054,0.2287445590898933,0.1783876045131696
vorticity_150,0.1988231656031071,0.2026342775844977,0.2008419564527,0.2089173921124888,0.2249480195839011,0.1946584732265661
vorticity_200,0.1912925092852475,0.1799180990839916,0.1792403858587739,0.1971119346273506,0.2128838700838181,0.1910346281869465
vorticity_250,0.2031834812026633,0.1782971463288119,0.169035829291541,0.1882578482612772,0.2034194087839975,0.1752368197998606
vorticity_300,0.2202151360405357,0.1892439559227405,0.1701176043649065,0.189724599759752,0.198006144524328,0.1719858480006786
vorticity_400,0.2731638802351168,0.2348495438138262,0.2052367917705635,0.2187171201152505,0.2088553654525234,0.1832835572892461
vorticity_500,0.3249190431815209,0.2868284718188935,0.2525673879251222,0.2397749603717325,0.2248023831807055,0.1907131081175332
vorticity_600,0.3845544773466042,0.3447737983350551,0.2982817209490911,0.2629750589124595,0.2412053166079942,0.2023891101575087
vorticity_700,0.4570263060947334,0.4149990159669951,0.3619040324191446,0.3076937862718492,0.2811259060312537,0.2348438554914225
vorticity_850,0.5546948223852817,0.5007028068110138,0.4362857984946461,0.369987373360793,0.3231175755864015,0.2850764706993789
vorticity_925,0.5728493652660361,0.5166434248683559,0.4543264053364892,0.3778428036726201,0.3266494993812039,0.2860148664106096
vorticity_1000,0.5546268635939325,0.5044288689761166,0.4452813046526802,0.3710062843234277,0.3206035850107126,0.2854759205373729
wind_speed_50,0.32213818848684206,0.3343197643399988,0.3170883878352899,0.29904836469478113,0.296457154826646,0.28070507553988194
wind_speed_100,0.364499478530051,0.35305743400337664,0.35204456005355717,0.34891632287850893,0.33644193393845634,0.32792227690373155
wind_speed_150,0.33280138943106696,0.32256185370817836,0.321047353900635,0.31160291834131587,0.2914320658781188,0.2724125433924503
wind_speed_200,0.33335611374228874,0.3243831767038008,0.3170702854329697,0.29584190405855654,0.2597995019784801,0.2354071230724288
wind_speed_250,0.3405596194215901,0.3331822781227842,0.3189441751326439,0.2962459071579855,0.2405332674266176,0.21217137022421145
wind_speed_300,0.3370326767055736,0.3284525659072565,0.31076660808298107,0.2867435403355023,0.23110712884695733,0.19467277622574838
wind_speed_400,0.29282151161999875,0.2843293585947421,0.2694394016916405,0.23916848553645928,0.1988905582182263,0.1593028065051304
